SO2 (µg/m3);NO (µg/m3);NO2 (µg/m3);CO (mg/m3);O3 (µg/m3);PM10 (µg/m3);NOx (µg/m3)
1.1;0.5;3.8;0.3;70.8;18.8;4.2
1;0.4;7.5;0.3;63.8;12.8;8
1.4;0.7;14.6;0.3;51.5;18.2;15.8
1.4;0.9;11.5;0.3;57;18;12.8
1.4;3.8;20.7;0.3;51;22.5;26.5
1.5;1.7;7.2;0.3;71.2;22.5;9.8
1.8;2;7;0.3;85.8;18.5;10.2
1.7;1.7;4.8;0.3;97.8;23.2;7.5
1;1.8;5;0.3;102;27.5;7.5
1;1.5;2.8;0.3;107;20;5.2
0.9;1.8;2.6;0.3;111;17.2;5.2
0.8;2.1;2.5;0.3;112.2;21.5;5.8
1;2.2;2.1;0.3;112;22;5.8
1;2.5;2;0.3;111.5;24.8;5.8
1;2.8;2.3;0.3;111.5;28.5;6.8
0.8;2.6;2.6;0.3;108.2;32.5;6.5
1;1.5;4.2;0.3;94.5;35;6.5
1;1.1;8.2;0.3;80;36;9.8
1;0.7;6;0.3;79.8;23.5;7
1;0.6;4.3;0.3;79.2;25.5;5.2
0.9;0.6;3.1;0.3;80;17;4.2
1;0.6;3.2;0.3;78;18.8;4
1.1;0.4;4.5;0.3;76.2;14.5;5
1.4;0.6;5.9;0.3;66.8;13;6.5
1.2;0.5;9;0.3;51.8;14;10
1.1;0.6;13.5;0.3;38;18.5;14.2
1.1;0.8;15.9;0.3;36.8;16;17.2
0.9;2;14.7;0.3;42.5;24.8;17.8
1;2.3;11.4;0.3;54.5;25;15
1.3;5.2;17;0.3;55.5;34;25.2
1.8;4.5;13;0.3;71.8;31.5;19.8
1.4;1.8;3.2;0.3;96.8;22;6
1.2;1.8;2.4;0.3;108.8;33.5;5
1.1;2.2;1.9;0.3;117;24.2;5.2
1.1;2.9;2.1;0.4;127;15;6.5
1;4.8;2.6;0.4;132.8;17.5;10
1.1;13.7;3.5;0.4;128.8;15.5;24.8
1.5;25.6;4.2;0.4;126.2;19.5;43.5
1.1;31.2;5;0.4;127.8;19.8;52.8
1.1;32.5;3.8;0.4;125.5;25.2;53.8
0.9;23.9;5.2;0.4;96.5;23.2;42
0.8;10.6;7.9;0.4;83;32.8;24
0.8;0.4;6.3;0.3;82.8;40.2;7.2
1.2;0.4;5;0.3;84.8;28;5.8
1.4;0.7;3.4;0.3;83.5;19.8;4.5
1.1;0.5;5.1;0.3;79.8;18;5.8
1;0.6;5.5;0.3;75.2;20.8;6.5
1;0.9;6.5;0.3;62.8;15;8
1;0.8;8;0.3;52.8;23;9.5
1.3;1.8;15.9;0.3;39.8;11.5;18.5
1.6;1.9;12.8;0.3;35.5;19.8;16.2
1.3;2.1;16.2;0.3;28.8;18.2;19.5
1.5;3;16.8;0.3;24.8;24.2;21.2
1.8;4.1;13.2;0.3;30.2;31.2;19.5
1.4;4;13.5;0.3;41;29.2;19.5
1.5;3;7.8;0.3;63.2;29.8;12.2
1.1;1.4;3;0.3;93.5;22.8;5.2
1;1.8;2.7;0.3;111;29;5.2
1.1;2.6;2.8;0.3;115.8;25.8;6.5
1.1;3.6;3.9;0.4;110.2;24.2;9.5
1;3.8;3.6;0.3;107.8;17.8;9.5
1.4;3.2;2.3;0.3;113.2;27.5;7.2
1.1;3.2;2.1;0.3;112.2;22.8;7
1.5;3.2;7.4;0.3;103.2;18.5;12.5
1.2;2.6;18;0.3;72.5;45;22.2
1.6;1.6;6;0.3;66.5;41;8.5
1.5;1.1;8.3;0.3;56;29;10.2
1.1;1;9.8;0.3;53.8;22.8;11.5
1.4;0.9;7.7;0.3;50;16.8;9.2
1.3;0.8;5.2;0.3;47.8;22.2;6.2
1.6;0.9;6.8;0.3;41.5;16;8.2
1.1;0.8;7.6;0.3;38;14;8.8
1.3;1;5.8;0.3;38.5;17.5;7.5
1.2;1;7.6;0.3;31.8;26;9.2
1.3;1.2;10.6;0.3;27.2;17.2;12.2
1.3;1.5;6.8;0.3;42;19.5;9
1.4;1.2;5;0.3;74.8;21.2;7
0.9;1.8;5.5;0.3;73.5;22.8;8.2
0.9;2.4;4.7;0.3;70.8;29.2;8.2
0.8;2.1;4;0.3;81.5;36.5;7.2
1;2.3;2.7;0.3;71.5;41.5;6.2
1.2;2.9;2.2;0.3;80.8;29.5;6.5
1.3;4.8;2.1;0.3;55.8;21;9.5
1.3;12.5;2.5;0.4;64.5;10;21.8
1;23.2;4.2;0.4;74.8;13.5;39.8
1.4;25.2;3.9;0.4;79;12.2;42.5
1.1;22.8;2.4;0.4;79.5;11;37.2
1.1;19.4;2.6;0.4;69.2;20.2;32.5
0.9;8.6;2.7;0.3;70;27.2;16
0.9;0.3;2.1;0.3;59;28;2.5
1;0.4;2.1;0.2;64;21.8;2.8
1.3;0.4;6.9;0.2;52;5;7.8
1.2;0.6;3.9;0.3;59.8;5.8;4.5
1.1;0.4;4.7;0.2;59.5;8.5;5.2
1.6;0.7;15.7;0.2;46.2;11;16.8
1.4;0.6;2;0.2;61.2;8.5;3
1.2;0.5;2;0.2;58.8;15;3
1.1;0.4;2.2;0.2;59.5;8;2.8
1;0.5;2;0.2;60.2;7;2.8
1;0.5;2.1;0.2;60.8;7.8;3
1;0.4;2;0.2;63.2;10.8;3
0.9;0.6;2.3;0.2;65.2;12;3
1.1;1.9;5.2;0.3;63;21.2;8
1.2;2.1;5.6;0.3;66.5;37.2;8.8
1;1.4;2.6;0.3;73.5;15;4.8
1.1;1.7;2;0.3;79.2;12;4.5
1.1;1.8;1.8;0.3;82.2;12;4.2
1.2;2;2;0.3;85;14.8;5
1.1;2.8;2.2;0.3;91.5;7;6.2
1;2.9;1.9;0.3;89;8.8;6.2
1.4;3.4;2.4;0.3;85.8;9.8;7.8
1.4;3.2;2.4;0.3;92.5;8.2;7.2
1.1;2.2;2.8;0.3;85.8;21.2;6.2
1.3;1.6;5;0.3;69.5;25.8;7.2
1.2;0.8;4;0.2;64.5;31.2;5.2
1.4;0.6;9.2;0.3;54.8;16;10
0.9;0.6;2;0.2;65;11.2;2.8
1.2;0.5;5.5;0.2;65.8;9.2;6.5
1.1;0.4;2.4;0.2;66.2;10;3.2
1;0.4;2.4;0.2;62.2;10;3
0.9;0.4;3.1;0.2;61;9;3.8
0.9;0.3;4.3;0.2;59.2;10;5
1;0.4;5;0.2;55.2;11;5.8
1;0.5;2;0.2;58.2;12;2.8
1.2;1.4;5.1;0.3;57.8;10.2;7.2
1.3;1.2;3;0.2;65.2;17;4.8
0.9;0.6;2;0.2;70;20.8;2.8
0.9;0.6;2.2;0.2;74.8;16.5;3
0.8;0.5;1.9;0.3;79.5;10.8;2.8
0.8;0.7;2.2;0.3;77.5;17;3.2
0.8;0.6;2;0.3;83.5;18;3
1.1;0.6;2.1;0.3;86;20.8;3
0.8;0.8;2;0.3;81;21;3.2
0.8;1;1.9;0.3;76.8;26.2;3
0.8;0.9;1.8;0.2;68.5;24.2;3
0.8;0.8;2;0.2;64;24;3
0.8;0.6;1.9;0.2;58.2;30.2;3
0.9;0.5;3.2;0.2;53;21;4.2
1.3;0.5;12.5;0.2;38.5;16.2;13.2
1.4;0.4;6;0.2;43.2;17.8;6.5
1.2;0.5;2;0.2;49.8;16.2;2.8
0.9;0.4;2.1;0.2;55.8;11.2;2.5
0.8;0.4;2.2;0.2;53.2;14.2;2.8
0.9;0.5;7.5;0.2;48.5;13.2;8.5
1;0.5;10.5;0.2;46.2;16.5;11.2
0.8;0.9;4.5;0.2;50;15.2;6
0.8;0.8;3.2;0.2;50.8;15;4.5
0.8;0.9;3.5;0.2;52.5;17.5;5.2
1;0.8;2.6;0.2;56;17;3.8
0.9;0.4;2.1;0.2;61.2;20.5;3
0.8;0.5;2;0.2;63.8;13;3
0.8;0.5;2.2;0.2;66.8;19;3
0.9;0.6;2.2;0.2;70.5;15.8;3.2
0.8;0.6;2.4;0.2;75;21.2;3.2
1;0.7;2.4;0.3;79;14;3.5
0.8;1.1;2;0.3;87.2;14.8;3.5
0.9;0.9;2.1;0.3;84.2;17.2;3.2
0.9;0.8;1.8;0.3;83;21.2;2.8
0.8;0.7;2;0.2;77.8;24;3
0.9;0.6;1.8;0.2;75.5;29.5;3
1.2;0.7;2.3;0.2;69.8;21.5;3.5
1.2;0.5;8.5;0.2;56.8;22.8;9.5
0.8;0.4;3.1;0.2;61.2;15.8;3.8
0.8;0.3;2;0.2;58.5;19.5;2.2
0.8;0.3;4.4;0.2;54.5;11.2;5
0.8;0.4;10.5;0.2;52.8;11;11.2
0.8;0.5;5.7;0.2;53;11;6.8
0.8;0.6;15.8;0.2;45.8;9.2;16.5
0.8;0.7;10.1;0.2;49;10.8;11
0.8;0.8;11.2;0.2;45.5;12.8;13
0.8;0.9;10.6;0.2;37.8;11.2;12
1;2.6;11.8;0.2;35.8;14.5;15.8
1;2.2;8.6;0.2;46;17.5;11.8
1;0.7;2.9;0.2;60.8;26.2;4.2
1.5;2.1;6.6;0.2;63;20;9.8
1.4;2.5;6.6;0.3;66.5;26;10
1.8;2.3;3.4;0.3;79.8;27;7
1.9;2.6;3.2;0.3;88.2;30.5;7.2
1.3;2.6;2.1;0.3;92.8;25.8;6
1;2.9;2.2;0.3;101;16.2;6.8
1.1;3;3;0.3;101;13.2;8
0.9;4;5.1;0.3;104.8;19.8;11.5
0.8;4.2;4.4;0.3;104.2;27.2;10.8
1;3.9;4.7;0.3;98;26.2;10.8
0.9;3.7;7.1;0.3;95.2;26;12.5
1.1;3.3;6.8;0.3;97.5;37.5;12
1.1;4.1;30.4;0.3;58.2;42.5;36.5
1.4;3;24.5;0.3;55.2;41.2;29.2
1.4;3.6;21.5;0.3;47.2;32.2;26.8
1.3;2.5;12.4;0.3;62.5;28;16.2
1.3;2.3;10.7;0.3;60;20.2;14.2
1.3;2;5.8;0.2;65.2;17.2;8.8
1.1;2;7.8;0.2;57;24.2;10.8
1;2.2;3.8;0.2;62.8;13.5;7.2
1;2.2;6;0.2;60;12.8;9
1.2;3.9;19.5;0.3;36.2;16.5;25.7
1;2.8;6.4;0.3;58.2;27;10.8
0.9;3.8;7.6;0.3;64.5;29;13.2
1.1;3;4.5;0.3;80.8;31.2;9
1.1;3.8;4.1;0.3;87;29.2;9.8
1.1;3.4;3.3;0.3;97;33.5;8.8
0.8;4;2.6;0.3;104.8;36.2;9
1.4;3.8;2.2;0.3;108;39.5;7.8
1.2;4.8;2;0.3;110.2;35.2;9.2
1.4;6;2.2;0.3;116.5;30.5;11.5
1.5;4;4;0.4;131;29;10
2.2;3.4;9;0.4;130.5;27.2;13.8
1.6;2.8;6.4;0.3;124.5;24.5;10.8
1.6;3.4;6.6;0.3;111;27.5;12
1.6;3.6;6.6;0.3;97;39.8;12.2
1.2;2.5;6;0.3;93.5;32.2;10
1.5;2.4;3.7;0.3;95;27.5;7.5
1.2;2;15.6;0.3;81.8;24.5;18.5
1.6;2;4.6;0.3;89.5;20.2;7.8
1.5;1.9;14;0.3;75.5;24.2;17
1.7;1.9;7;0.3;76;15.2;9.8
1.4;1.8;8.8;0.3;65;18.5;11.8
1.3;2;10.5;0.3;61.8;23.5;13.8
1.2;2;15.2;0.3;56;25.8;18.2
1.1;2.6;14.4;0.3;57;24.2;18.5
1.2;2.4;6.1;0.3;69.5;29.2;10
1.6;6.5;18.2;0.3;59.5;31.2;28.2
1.8;6.2;16.2;0.3;65.8;33.8;25.8
1.3;3.4;6;0.3;87.8;25.2;11
1.3;3.2;3.2;0.3;106.2;37.2;8
1.6;3.6;2.5;0.3;114.5;33.8;8.2
1.1;5.2;2.2;0.3;118.2;34.8;10
1;4.8;2.6;0.4;121.8;28.5;9.8
1.3;3.2;2.5;0.4;125.5;32;7.5
1.8;3.4;5.4;0.4;123.5;35.8;10.8
1.4;2.9;8;0.4;127;37.8;12.5
1.1;3.4;9;0.4;120.8;47.8;14
1;3.8;13.1;0.3;78.5;50;19
1;3.1;6.7;0.3;88.2;41.2;11.5
1.2;2.3;6.1;0.3;87;35.8;9.2
1.2;2.5;7;0.3;82.8;24.5;10.5
1.4;2.4;6.8;0.3;75.8;20.2;10.8
1.4;2;10.1;0.3;72;15.5;13.5
1.6;1.9;14.2;0.3;66;23;17.2
1.9;1.8;11;0.3;61.2;25.8;13.5
1.7;1.7;8.2;0.3;62.5;19;10.8
1.6;2.2;5.2;0.3;71;21.5;8.8
1.8;2;6.8;0.3;66;20.8;9.8
1.6;2.5;9;0.3;60.5;22.8;12.8
3;13;32.1;0.3;38.8;15;52
3.9;8;21.8;0.3;57.2;17.5;34
2;3.3;4.2;0.3;88.5;19.8;9.2
1.5;3.3;2.7;0.3;102.8;20;7.8
1.2;3.6;3.2;0.3;109.8;20;8.8
1.2;4.4;2.4;0.3;119;26.2;9
1.3;5.6;2.3;0.4;122.2;30.5;10.8
1.7;4;2.5;0.4;130.5;24;8.8
1.6;5;2.6;0.4;131.8;31;10.2
2.2;29.6;2.5;0.4;130;27.8;48
1.4;38;3.5;0.4;122.5;33.2;61.8
1.2;23.9;3.8;0.4;116;35.8;40.2
1.1;5.8;6.6;0.3;103.2;30.8;15.5
1.1;0.7;3.2;0.3;98;24.8;4
1.1;2.4;3.6;0.3;98;25.8;7.2
1.2;2.4;6.2;0.3;84.8;27.8;10
1.4;3.2;3.8;0.3;82.2;24.5;8.5
1.5;2.9;4.4;0.3;79.8;20.5;9
1.4;2.7;4;0.3;73.8;21.5;8.2
1.3;2.4;4;0.3;83.8;24.5;7.5
1.7;2;3.2;0.3;85;21.5;6.2
1.4;1.6;3;0.3;84.2;17.5;5.5
1.3;2;3.8;0.3;75.8;11.8;6.8
1.1;2.1;3.4;0.2;75.5;13.8;6.5
1.2;2.4;2.9;0.2;78.2;14.8;6.5
1.1;2.6;2.5;0.3;86.2;23.8;6.5
1.6;3.5;6;0.3;86.8;17;11.5
1.7;4.1;6.7;0.3;83.2;24;12.8
1.8;3.8;7.5;0.3;85;24.8;13.5
1.5;3.6;5;0.3;88;23.2;10.5
1.4;3.5;3.5;0.3;91;23.2;8.8
1.1;3.2;2;0.3;105.5;22.2;6.8
1.1;3.7;2.2;0.3;104.5;23.8;7.8
1.1;4.5;2.8;0.3;106.5;24.8;9.5
1.3;5.5;9;0.3;97;29.2;17.2
1.5;4.4;5.6;0.3;98;23;12.5
1.4;3.6;5.4;0.3;88.5;21.5;10.8
1.2;3.2;3.8;0.3;74;20.5;8.8
1.4;3.1;3.9;0.3;65.5;19.8;8.8
1.1;3.2;4.5;0.3;52.8;28.8;9.5
1.1;2.8;3.4;0.3;49.5;24.8;7.8
1.1;2.6;3.1;0.3;46.5;22.2;7
1.2;2.1;3.5;0.3;42.8;22;6.8
1.3;2.4;3.3;0.3;42;15.8;7
1.1;1.7;4;0.3;39.2;14;6.8
1.2;2;4.4;0.3;39.8;16.8;7.5
1.2;1.6;5.1;0.3;38.2;19.8;7.5
1.3;2.1;3.5;0.3;39.2;21.8;6.8
1.2;2.1;2.4;0.3;44.8;22.8;5.5
1.1;1.8;2.3;0.3;47.5;15;5
1;3.2;2.4;0.3;47.2;13;7.2
1;3.5;3;0.3;47.5;12.5;8.5
0.9;3.9;2.4;0.3;54.8;12;8.5
1;3.4;2.4;0.3;60;13.8;7.5
1.1;3.6;2.1;0.3;60.8;17.5;7.5
1;4.2;1.8;0.3;63.5;17;8
1;5.4;2;0.3;67.2;13.5;10.2
1;5.3;2.2;0.3;67;14;10.2
1;3.4;2.4;0.3;65.2;10.5;7.8
0.8;3.8;5.2;0.3;56.5;14.2;11
0.9;4;17;0.3;36.5;29;23
1.1;3;8.2;0.3;42.2;21.2;12.8
1;2.5;3.2;0.2;45.2;23.5;7
1.1;2.1;3.4;0.3;45.2;16.8;6.5
1.2;2.4;2.7;0.2;45.5;8.8;6.2
1;2.4;2.4;0.2;48.2;8;6
1.2;2.6;4.7;0.2;43.8;9.8;8.8
1.1;2.1;5.5;0.2;43.8;8.2;8.8
1.1;2.3;3.5;0.2;44.5;6.2;7
1.1;2.2;13.2;0.3;30.8;7.8;16.5
1.1;2.8;9.2;0.2;26;14.2;13.5
1.1;4;10.6;0.2;24.2;13.2;16.2
1;4.9;7.1;0.3;31.2;12.2;14.8
1;8.6;12.3;0.3;38;12;25.5
1.1;3.9;4;0.3;67.2;17.5;10.2
0.9;3.6;3.1;0.3;78.8;21.5;8.5
1.1;3.8;2.6;0.3;87.5;28;8.5
1.1;5;2.3;0.3;89.8;22.8;10
1;5.4;2.8;0.4;91;30.8;11.2
1.1;3.6;3.4;0.4;95.2;27.5;9
1.3;4.2;2.9;0.4;111.8;20;9.2
1.4;24.6;4.2;0.4;124.8;22.5;41.8
1.3;43.3;5;0.5;131;31;71.2
1.1;43.2;9.1;0.5;143.5;33.8;75.2
1;29.8;9.4;0.4;135.2;33;55
1;13.8;8.3;0.4;115.5;52;28.8
1;2.7;5.3;0.3;89;55;9.5
1;0.8;5.3;0.3;77;47;6.5
1;2.1;6.2;0.3;67.5;35;9.5
1.2;3.2;5.2;0.3;67.2;42;9.8
1.2;3.2;3.5;0.3;72.2;36;8.5
1;3.4;4;0.3;73.8;29.8;9.2
1.2;3.3;4.8;0.3;74;23.2;10
1;3.6;6;0.3;72;20.2;11.5
1.1;3.4;7.1;0.3;67.8;28;12
1;3.6;12.1;0.3;59.8;23;17.8
1.1;4.4;9.9;0.3;63.8;35.2;16.8
1.2;4.5;8.2;0.3;76.2;41.2;15
1.9;4.1;3.5;0.3;92;36.5;9.8
1.4;4.1;3.2;0.3;101.2;29.8;9.8
1.2;4.7;3.3;0.4;102.7;38.8;10.7
1;5.6;3.3;0.4;113.5;40;12
1;4.1;4.2;0.4;122;44.5;10.8
1.4;6.6;3.9;0.4;130.5;43.2;14
1.5;35;4.2;0.5;134.2;42.2;58
1.4;55.4;5.2;0.5;136.5;35;90.2
1.4;72.2;10.7;0.5;127;46.5;121.2
1.6;68.6;11.9;0.5;118.2;36.8;116.8
1.4;44.2;7.8;0.4;69;54.8;75.8
1;8.3;8.8;0.3;61.8;47.2;21.5
1.1;0.6;2.7;0.3;67.5;37;3.8
1.1;1.5;2.7;0.3;67;24;4.8
1.1;2;3.1;0.3;59.8;24.8;6.2
1.3;2.2;4.5;0.3;52.2;16.2;7.8
1.2;2.1;4.2;0.3;50;11.5;7.2
1.2;2.9;8.9;0.2;41.5;11;13.5
1.2;2.1;10;0.3;37;16.2;13
1.1;3.6;20.7;0.3;18.5;23.2;26
1.1;3.6;14.8;0.3;28;22.2;20.2
1.1;5.9;22.4;0.3;16.2;13.2;31.5
1.1;4.2;9.8;0.3;31.8;14.8;16.5
1.1;5.4;8.2;0.3;40.8;16.8;16.2
1.1;4.4;7.7;0.3;53.2;21.5;14.8
1.1;4.2;7.4;0.3;54.5;27.8;13.8
1.2;3.3;3.3;0.3;71.2;30.8;8.5
1.2;3.6;8.8;0.3;80;24.8;14
1;3.8;6.9;0.3;87.8;28.5;12.8
1;3.9;3.7;0.3;90.2;28;9.8
0.9;3.8;2.2;0.3;97.2;27;8
1;4.2;2;0.3;101.8;26;8.5
1;4.3;5.1;0.3;103;25;11.8
0.9;4.7;7.6;0.3;104.5;33.8;14.8
0.9;4;7;0.3;101.2;39.5;13.2
1;4;4.4;0.3;86.8;37.2;10.5
1;3.9;7.9;0.3;72.8;33.8;14.2
0.9;3.8;4.9;0.3;65.2;35.5;10.8
1;3.4;3.7;0.3;63;32;9
0.8;3.4;3.2;0.3;61;27.5;8.2
1;3.2;6.4;0.3;54.8;27.5;11.2
1;2.9;5.4;0.3;63;24.2;10
1;3.2;5.7;0.3;65.2;18.2;10.5
1;3.3;5.8;0.3;61.8;19.8;10.8
1;3.3;6.9;0.3;57.5;24.5;11.8
1;4;12.5;0.3;49.5;23.2;18.8
1;5.3;13.1;0.3;46.8;30.8;21.2
1;4.5;8.4;0.3;63.2;34.2;15
1;4.2;5.5;0.3;83.5;39.5;11.5
0.9;4.3;2.7;0.3;99.2;29.2;9.2
0.9;4.4;3.2;0.3;107;28;9.8
1;5.1;2.8;0.3;113.5;27.2;10.5
1;5.6;2.8;0.4;117.5;26.2;11.5
1;4.2;3.6;0.4;128.8;27;10
1.3;14.7;4.2;0.4;132;24.2;26.8
1.4;34.8;4.8;0.4;127.2;22.2;58.2
1;36.6;8.2;0.4;119.5;25.5;64.5
0.9;24.1;4.1;0.4;119.8;34;41.2
1;9.6;3.6;0.3;119;32.2;18.2
1;3.1;3.4;0.3;92.8;32;8
0.9;1.4;4.9;0.3;95.2;37.2;7
1;2.8;5.6;0.3;95.5;35.2;10
1.2;3.2;4.6;0.3;94.2;29.8;9.5
1.2;3.7;5.1;0.3;81.5;29.8;10.8
1;3.6;5.6;0.3;74.5;43.8;11.5
1.1;3.4;8.9;0.3;58;42.5;14
1.1;3.2;5.4;0.3;63.8;38.5;10.2
1.1;3.1;8.2;0.3;54.8;30;13
1;3.3;8.7;0.3;51.8;29.8;13.8
1.2;3.5;10.7;0.3;48.8;28.2;16
1.1;4;7.7;0.3;58.5;29.8;14
1.1;4.2;6.8;0.3;71.5;31;13.2
1.2;4.2;5.1;0.3;89;37.2;11.8
1.1;3.8;4.1;0.3;105;31;9.8
1.2;5.3;2.8;0.4;108;28.2;11
1.4;5.8;2.4;0.4;114.5;26.2;11
1.8;5.7;3;0.4;124;29.8;11.8
1.7;33.2;3.4;0.5;126.8;29.2;54.5
1.5;60;4;0.5;128.2;28;95.8
1.2;77.7;4.2;0.5;120.5;26.2;123.2
1.4;89.9;6.5;0.5;102.5;32.2;144.2
1.3;83.6;6.8;0.5;94.5;28.5;135
1.6;58;10.3;0.4;88.5;39.5;99.2
1.5;34.6;12;0.4;78;49;65.2
1.3;13.8;7;0.3;80.2;51.8;28
1.3;2.2;4.1;0.3;80;43;7.5
1.3;0.5;6.1;0.3;97.2;43;7
1.3;1;9.6;0.3;89.5;59;11
1.2;1.4;6.1;0.3;83.2;39;8.2
1.3;1.3;8.8;0.3;72.8;25.2;10.8
1.3;1.7;6.7;0.3;70.8;27.5;9.2
1.3;1.8;5.9;0.3;74;34.2;8.8
1.3;1.8;8.3;0.3;63.5;31.2;11
1.4;1.7;8.3;0.3;65;31;10.8
1.2;2.2;8.4;0.3;66.8;35.5;11.5
1.3;2;6.9;0.3;77.2;33.2;10
1.2;2;5.2;0.3;89.2;30.2;8.2
1.1;2.1;5.8;0.3;95;25.5;8.8
1.4;3.6;5;0.3;100.5;29;10
1.5;4.8;5.6;0.4;105.2;30;13.2
1.4;4.3;5.6;0.4;110.8;38.8;12.2
1.3;35;5.1;0.5;110.2;28.5;58.8
1.6;68.9;4.6;0.5;115.8;22.8;110.2
1.7;89.2;7.5;0.5;121;28.2;144.2
1.8;96.2;10.7;0.5;124.5;30.8;158.2
1.6;73.4;9.8;0.5;116;35;122.5
1.3;40.4;12.1;0.4;96.8;39.5;74
1.4;12.2;17;0.3;82.8;44.2;35.7
1.2;0.3;4.2;0.3;83.8;34.2;4.7
1.3;0.3;8.3;0.3;79.8;25.8;8.7
1.2;0.9;10.2;0.3;75.2;23.5;11.5
1.3;1;10.1;0.2;72;29.2;11.8
1.4;1.3;6.6;0.2;76.5;23;8.5
1.5;2.2;16.6;0.2;62.2;20.2;20.2
1.6;1.6;9.9;0.3;70.8;27.2;12.5
1.4;1.4;13;0.2;59.2;19.8;15
1.3;3.8;39.8;0.3;20.8;23.5;45.8
1.4;7.6;31.3;0.3;21.2;28.5;43.2
1.4;3.4;20.2;0.3;39;61;25.5
1.4;3.5;17.4;0.3;51.8;45.5;22.8
1.4;3.1;12.8;0.3;75;42.2;17.2
1.3;3.5;13.7;0.3;86.5;44.8;19.2
1.3;2.7;8;0.3;112.2;48.5;12.2
1.4;3.6;6.1;0.3;124;37.5;11.8
1.4;3.9;5.8;0.4;129.2;35;11.8
1.4;2.2;6.9;0.4;129.8;25.2;10.2
1.3;2;6.8;0.4;129.2;31.2;10
1.3;2.1;7.3;0.4;127.8;25;10.5
1.4;2.1;12.4;0.4;122.2;21;15.8
1.3;2;12.6;0.4;111.2;27.2;15.8
1.3;2;10.9;0.3;93.8;29;14
1.4;2.2;14.6;0.3;90;35.2;16.8
1.4;2.1;13.4;0.3;88.2;30.8;16.8
1.6;1.5;14.7;0.3;86.5;34.8;17
1.4;1.1;11.2;0.3;82.2;31;12.8
1.6;1;9.1;0.2;85;31.2;10.8
1.6;0.9;8.9;0.2;86;24.2;10.2
1.5;1.2;12.8;0.2;66;18.5;14.2
1.3;1.3;12.9;0.3;63.2;18.8;15
1.2;1.2;15.4;0.2;61;18;17
1.3;0.8;14.9;0.2;55.5;12.8;16.2
1.3;1.8;17.8;0.3;53;20.8;20.5
1.3;2.5;15.8;0.2;61.5;19.2;20
1.3;2.3;12.4;0.3;76.2;24.2;16
1.2;2.8;13.3;0.3;88.5;27.2;17.2
1.4;2.7;11.5;0.3;100.2;21.8;15.8
1.4;2.6;4;0.3;117.2;22.8;8
1.2;2.6;5;0.3;129.2;21;9
1.2;4.3;4.7;0.3;127;14;11.2
1.4;3.2;5.3;0.4;126;17.2;10.2
1.1;2.2;6.1;0.4;124.8;20.5;9.2
1.1;6.4;6.4;0.4;124.5;17.5;16.2
1.1;25.4;8.7;0.4;121.5;23.2;48
1.2;28.1;23.2;0.4;102.5;25;66.5
1.8;14.1;17.4;0.3;83;33.8;38
1.2;0.4;9.5;0.3;82.5;37.8;10.2
1.2;0.6;7;0.3;81.2;31;7.8
1.2;0.6;8.2;0.3;80.5;20.2;9
1.2;0.6;8.2;0.3;76.2;24;9
1.2;0.9;8;0.3;70.5;17.8;9.5
1.2;0.6;8.9;0.3;60.2;15.8;10
1.2;0.8;8.5;0.3;59.5;15.8;9.8
1.2;0.8;8;0.3;64;16;9
1.2;0.6;10;0.3;53.5;16;11
1.2;0.9;13.1;0.3;54.5;16;14.5
1.1;1.8;19.2;0.3;40.5;15.2;21.8
1.2;2.3;13.6;0.3;49.2;16.8;17
1.2;1.8;7.1;0.3;65.8;16;10
1;2.1;8.6;0.3;69.5;13.5;11.8
1.1;2.6;10.5;0.3;79.5;14.8;14.5
1.1;2.1;6.4;0.3;91.5;20.2;9.8
1;2.8;4.7;0.3;100.8;19.8;9
1;3.4;5.6;0.3;109.5;21;11
1;4.5;7.7;0.3;111.2;21;14.5
1;3.4;8.8;0.3;107.2;28.8;14.2
1;2.4;8.6;0.3;101;26.8;12.2
1;3;10.4;0.3;91;24.2;15
1.2;3.3;7.5;0.3;78.8;27;12.5
1.2;2.6;12.6;0.3;61;28;16.5
1.3;2.1;12.4;0.3;55.5;22.2;15.8
1.4;1.3;16.4;0.3;47.2;13;18.2
1.4;1.1;9.8;0.3;52.2;18;11.5
1.4;1;10.6;0.3;46.2;12.8;12
1.2;1.1;12.4;0.3;48.2;13.8;14
1.2;1;9;0.2;47.2;12.2;10.5
1.2;0.7;8.7;0.2;47.5;12.8;9.8
1.3;0.6;12.7;0.2;39.8;13;13.5
1.2;1;15.7;0.3;29.5;10.2;17.2
1.2;3.4;19.9;0.3;18.8;14.2;25
1.3;4.5;19;0.3;21.5;15;26
1.3;2.5;14;0.3;39.5;19.5;18
1.3;4.9;13.4;0.3;37;16.5;21
1.7;1.9;4.7;0.3;61.2;22.2;8
1.4;2.3;5.4;0.3;79;21.2;8.8
1.2;3;5.8;0.3;93.5;27;10.5
1.1;3.6;5.4;0.3;100.5;33.2;10.8
1.1;3.7;5.6;0.3;108;37.5;11.2
1.1;1.8;5.4;0.3;115.8;24.8;8
1.1;1.5;7;0.4;120.8;24.8;9.5
1.2;1.4;7.7;0.4;117.2;29.2;9.8
1.2;1.5;10;0.4;111.5;35.2;12.2
1.2;1.6;13.7;0.4;109.8;37;16
1.4;2;14.3;0.3;107.5;34.2;17.2
1.2;3.2;12.4;0.3;106;33;17.5
